,timestamp,item,quantity,Category
598,3/6/2021 20:00,shaving cream,28,personal care
599,3/6/2021 20:00,apples,4,fruits
600,3/6/2021 20:00,oranges,28,fruits
601,3/6/2021 20:00,beans,5,canned food
602,3/6/2021 20:00,ketchup,25,canned food
603,3/6/2021 21:00,soda,28,beverages
604,3/6/2021 21:00,soda,8,beverages
605,3/6/2021 21:00,all purpose,18,detergents
606,3/6/2021 21:00,dish soap,22,detergents
607,3/6/2021 21:00,dish soap,7,detergents
608,3/6/2021 21:00,cupcakes,11,bakery
609,3/6/2021 22:00,tilapia,10,meat
610,3/6/2021 22:00,bananas,30,fruits
611,3/6/2021 22:00,bananas,24,fruits
612,3/6/2021 22:00,cupcakes,5,bakery
613,3/6/2021 22:00,cupcakes,7,bakery
614,3/6/2021 23:00,pork,4,meat
615,3/6/2021 23:00,tea,6,beverages
616,3/6/2021 23:00,tea,2,beverages
617,3/7/2021 7:00,shampoo,19,personal care
618,3/7/2021 7:00,bananas,4,fruits
619,3/7/2021 8:00,apples,28,fruits
620,3/7/2021 8:00,beans,3,canned food
621,3/7/2021 9:00,beef,28,meat
622,3/7/2021 9:00,soda,1,beverages
623,3/7/2021 9:00,shaving cream,23,personal care
624,3/7/2021 9:00,pork,22,meat
625,3/7/2021 10:00,tea,1,beverages
626,3/7/2021 10:00,loaves,9,bakery
627,3/7/2021 10:00,coffee,6,beverages
628,3/7/2021 10:00,coffee,26,beverages
629,3/7/2021 10:00,oranges,23,fruits
630,3/7/2021 10:00,soda,20,beverages
631,3/7/2021 11:00,dish soap,28,detergents
632,3/7/2021 11:00,loaves,3,bakery
633,3/7/2021 11:00,tilapia,13,meat
634,3/7/2021 11:00,paper towels,12,toileteries
635,3/7/2021 12:00,laundry detergent,13,detergents
636,3/7/2021 12:00,loaves,3,bakery
637,3/7/2021 12:00,hand soap,25,personal care
638,3/7/2021 12:00,all purpose,22,detergents
639,3/7/2021 12:00,shampoo,18,personal care
640,3/7/2021 12:00,paper towels,8,toileteries
641,3/7/2021 12:00,paper towels,4,toileteries
642,3/7/2021 12:00,cookies,3,bakery
643,3/7/2021 12:00,loaves,7,bakery
644,3/7/2021 12:00,shampoo,6,personal care
645,3/7/2021 12:00,ketchup,11,canned food
646,3/7/2021 13:00,tilapia,7,meat
647,3/7/2021 13:00,ketchup,15,canned food
648,3/7/2021 13:00,coffee,18,beverages
649,3/7/2021 13:00,loaves,2,bakery
650,3/7/2021 13:00,cupcakes,1,bakery
651,3/7/2021 13:00,toilet paper,13,toileteries
652,3/7/2021 13:00,oranges,30,fruits
653,3/7/2021 13:00,coffee,7,beverages
654,3/7/2021 13:00,all purpose,9,detergents
655,3/7/2021 13:00,oranges,9,fruits
656,3/7/2021 14:00,hand soap,10,personal care
657,3/7/2021 14:00,buns,21,bakery
658,3/7/2021 14:00,beef,7,meat
659,3/7/2021 14:00,pork,25,meat
660,3/7/2021 14:00,soda,9,beverages
661,3/7/2021 14:00,apples,16,fruits
662,3/7/2021 14:00,cookies,4,bakery
663,3/7/2021 14:00,toilet paper,17,toileteries
664,3/7/2021 15:00,ketchup,18,canned food
665,3/7/2021 15:00,soda,12,beverages
666,3/7/2021 15:00,dish soap,27,detergents
667,3/7/2021 15:00,shaving cream,16,personal care
668,3/7/2021 15:00,apples,9,fruits
669,3/7/2021 15:00,paper towels,6,toileteries
670,3/7/2021 15:00,cookies,3,bakery
671,3/7/2021 16:00,shampoo,3,personal care
672,3/7/2021 16:00,laundry detergent,19,detergents
673,3/7/2021 16:00,chicken,4,meat
674,3/7/2021 16:00,tea,6,beverages
675,3/7/2021 16:00,cupcakes,2,bakery
676,3/7/2021 16:00,oranges,11,fruits
677,3/7/2021 16:00,loaves,2,bakery
678,3/7/2021 17:00,dish soap,17,detergents
679,3/7/2021 17:00,bananas,11,fruits
680,3/7/2021 17:00,beef,30,meat
681,3/7/2021 17:00,coffee,19,beverages
682,3/7/2021 17:00,shaving cream,25,personal care
683,3/7/2021 17:00,oranges,13,fruits
684,3/7/2021 17:00,coffee,11,beverages
685,3/7/2021 17:00,soda,14,beverages
686,3/7/2021 17:00,apples,26,fruits
687,3/7/2021 18:00,coffee,15,beverages
688,3/7/2021 18:00,pork,2,meat
689,3/7/2021 18:00,buns,28,bakery
690,3/7/2021 18:00,laundry detergent,24,detergents
691,3/7/2021 18:00,tilapia,9,meat
692,3/7/2021 18:00,apples,16,fruits
693,3/7/2021 18:00,paper towels,7,toileteries
694,3/7/2021 18:00,tea,6,beverages
695,3/7/2021 18:00,ketchup,15,canned food
696,3/7/2021 18:00,cookies,2,bakery
697,3/7/2021 18:00,cookies,2,bakery
698,3/7/2021 20:00,hand soap,30,personal care
699,3/7/2021 20:00,shaving cream,9,personal care
700,3/7/2021 20:00,shampoo,5,personal care
701,3/7/2021 20:00,apples,9,fruits
702,3/7/2021 20:00,loaves,2,bakery
703,3/7/2021 20:00,pork,8,meat
704,3/7/2021 21:00,chicken,1,meat
705,3/7/2021 21:00,all purpose,9,detergents
706,3/7/2021 21:00,all purpose,29,detergents
707,3/7/2021 21:00,beans,3,canned food
708,3/7/2021 21:00,tea,2,beverages
709,3/7/2021 21:00,tilapia,5,meat
710,3/7/2021 21:00,oranges,21,fruits
711,3/7/2021 22:00,paper towels,19,toileteries
712,3/7/2021 22:00,laundry detergent,7,detergents
713,3/7/2021 22:00,apples,23,fruits
714,3/7/2021 23:00,ketchup,16,canned food
715,3/7/2021 23:00,shaving cream,23,personal care
716,3/8/2021 7:00,toilet paper,12,toileteries
717,3/8/2021 8:00,apples,21,fruits
718,3/8/2021 8:00,all purpose,11,detergents
719,3/8/2021 8:00,beans,7,canned food
720,3/8/2021 8:00,shaving cream,9,personal care
721,3/8/2021 8:00,loaves,4,bakery
722,3/8/2021 9:00,ketchup,25,canned food
723,3/8/2021 9:00,shampoo,11,personal care
724,3/8/2021 9:00,loaves,2,bakery
725,3/8/2021 9:00,oranges,10,fruits
726,3/8/2021 9:00,cupcakes,12,bakery
727,3/8/2021 10:00,tea,6,beverages
728,3/8/2021 10:00,loaves,7,bakery
729,3/8/2021 10:00,loaves,7,bakery
730,3/8/2021 11:00,shampoo,8,personal care
731,3/8/2021 11:00,bananas,3,fruits
732,3/8/2021 11:00,shaving cream,14,personal care
733,3/8/2021 11:00,coffee,13,beverages
734,3/8/2021 11:00,loaves,4,bakery
735,3/8/2021 11:00,shaving cream,10,personal care
736,3/8/2021 11:00,pork,10,meat
737,3/8/2021 11:00,pork,26,meat
738,3/8/2021 11:00,cupcakes,8,bakery
739,3/8/2021 11:00,tea,6,beverages
740,3/8/2021 12:00,tilapia,2,meat
741,3/8/2021 12:00,dish soap,16,detergents
742,3/8/2021 12:00,beans,1,canned food
743,3/8/2021 12:00,hand soap,8,personal care
744,3/8/2021 12:00,all purpose,24,detergents
745,3/8/2021 12:00,cookies,1,bakery
746,3/8/2021 12:00,soda,11,beverages
747,3/8/2021 12:00,shaving cream,13,personal care
748,3/8/2021 12:00,soda,21,beverages
749,3/8/2021 12:00,shampoo,15,personal care
750,3/8/2021 12:00,bananas,15,fruits
751,3/8/2021 12:00,tea,2,beverages
752,3/8/2021 13:00,buns,11,bakery
753,3/8/2021 13:00,cookies,1,bakery
754,3/8/2021 13:00,buns,25,bakery
755,3/8/2021 13:00,chicken,8,meat
756,3/8/2021 13:00,cupcakes,1,bakery
757,3/8/2021 13:00,coffee,19,beverages
758,3/8/2021 13:00,soda,5,beverages
759,3/8/2021 13:00,loaves,10,bakery
760,3/8/2021 13:00,oranges,14,fruits
761,3/8/2021 13:00,dish soap,25,detergents
762,3/8/2021 14:00,hand soap,25,personal care
763,3/8/2021 14:00,apples,29,fruits
764,3/8/2021 14:00,soda,11,beverages
765,3/8/2021 14:00,shampoo,18,personal care
766,3/8/2021 14:00,apples,22,fruits
767,3/8/2021 14:00,oranges,27,fruits
768,3/8/2021 15:00,tea,6,beverages
769,3/8/2021 15:00,ketchup,12,canned food
770,3/8/2021 15:00,dish soap,18,detergents
771,3/8/2021 15:00,apples,25,fruits
772,3/8/2021 15:00,beans,3,canned food
773,3/8/2021 15:00,tea,6,beverages
774,3/8/2021 15:00,cookies,4,bakery
775,3/8/2021 15:00,cupcakes,2,bakery
776,3/8/2021 15:00,coffee,18,beverages
777,3/8/2021 16:00,cookies,1,bakery
778,3/8/2021 16:00,apples,26,fruits
779,3/8/2021 16:00,paper towels,6,toileteries
780,3/8/2021 16:00,toilet paper,29,toileteries
781,3/8/2021 16:00,beans,10,canned food
782,3/8/2021 17:00,cupcakes,11,bakery
783,3/8/2021 17:00,hand soap,23,personal care
784,3/8/2021 17:00,cupcakes,1,bakery
785,3/8/2021 17:00,shaving cream,20,personal care
786,3/8/2021 17:00,loaves,7,bakery
787,3/8/2021 17:00,laundry detergent,25,detergents
788,3/8/2021 17:00,dish soap,19,detergents
789,3/8/2021 17:00,chicken,27,meat
790,3/8/2021 17:00,tea,4,beverages
791,3/8/2021 17:00,loaves,1,bakery
792,3/8/2021 17:00,apples,28,fruits
793,3/8/2021 17:00,apples,20,fruits
794,3/8/2021 17:00,shampoo,9,personal care
795,3/8/2021 17:00,paper towels,3,toileteries
796,3/8/2021 18:00,beans,9,canned food
797,3/8/2021 18:00,shampoo,16,personal care
798,3/8/2021 18:00,ketchup,23,canned food
799,3/8/2021 18:00,beef,23,meat
800,3/8/2021 18:00,laundry detergent,19,detergents
801,3/8/2021 18:00,laundry detergent,19,detergents
802,3/8/2021 18:00,tea,3,beverages
803,3/8/2021 18:00,shampoo,16,personal care
804,3/8/2021 18:00,chicken,27,meat
805,3/8/2021 18:00,pork,1,meat
806,3/8/2021 18:00,laundry detergent,19,detergents
807,3/8/2021 19:00,coffee,13,beverages
808,3/8/2021 19:00,pork,30,meat
809,3/8/2021 19:00,tilapia,10,meat
810,3/8/2021 19:00,cupcakes,12,bakery
811,3/8/2021 19:00,ketchup,18,canned food
812,3/8/2021 19:00,pork,27,meat
813,3/8/2021 19:00,laundry detergent,10,detergents
814,3/8/2021 19:00,toilet paper,27,toileteries
815,3/8/2021 19:00,bananas,22,fruits
816,3/8/2021 19:00,tea,3,beverages
817,3/8/2021 20:00,shaving cream,10,personal care
818,3/8/2021 20:00,tea,5,beverages
819,3/8/2021 20:00,apples,13,fruits
820,3/8/2021 20:00,beef,9,meat
821,3/8/2021 20:00,buns,10,bakery
822,3/8/2021 20:00,dish soap,28,detergents
823,3/8/2021 20:00,soda,20,beverages
824,3/8/2021 21:00,toilet paper,4,toileteries
825,3/8/2021 21:00,shaving cream,23,personal care
826,3/8/2021 21:00,cookies,1,bakery
827,3/8/2021 21:00,shampoo,3,personal care
828,3/8/2021 22:00,loaves,1,bakery
829,3/8/2021 23:00,bananas,4,fruits
830,3/8/2021 23:00,dish soap,24,detergents
831,3/8/2021 23:00,hand soap,13,personal care
832,3/8/2021 23:00,apples,3,fruits
833,3/9/2021 7:00,shaving cream,12,personal care
834,3/9/2021 7:00,coffee,18,beverages
835,3/9/2021 7:00,buns,3,bakery
836,3/9/2021 8:00,coffee,6,beverages
837,3/9/2021 8:00,tilapia,7,meat
838,3/9/2021 8:00,shampoo,5,personal care
839,3/9/2021 9:00,laundry detergent,9,detergents
840,3/9/2021 10:00,soda,23,beverages
841,3/9/2021 10:00,shaving cream,14,personal care
842,3/9/2021 10:00,chicken,17,meat
843,3/9/2021 10:00,pork,7,meat
844,3/9/2021 10:00,laundry detergent,25,detergents
845,3/9/2021 10:00,oranges,11,fruits
846,3/9/2021 11:00,toilet paper,18,toileteries
847,3/9/2021 11:00,coffee,20,beverages
848,3/9/2021 11:00,beans,7,canned food
849,3/9/2021 11:00,laundry detergent,14,detergents
850,3/9/2021 11:00,dish soap,13,detergents
851,3/9/2021 11:00,chicken,1,meat
852,3/9/2021 11:00,apples,17,fruits
853,3/9/2021 11:00,oranges,11,fruits
854,3/9/2021 12:00,cookies,2,bakery
855,3/9/2021 12:00,shampoo,9,personal care
856,3/9/2021 12:00,cupcakes,11,bakery
857,3/9/2021 12:00,cupcakes,10,bakery
858,3/9/2021 12:00,all purpose,17,detergents
859,3/9/2021 12:00,coffee,24,beverages
860,3/9/2021 12:00,cupcakes,11,bakery
861,3/9/2021 12:00,apples,28,fruits
862,3/9/2021 12:00,laundry detergent,12,detergents
863,3/9/2021 13:00,paper towels,9,toileteries
864,3/9/2021 13:00,tilapia,11,meat
865,3/9/2021 13:00,pork,25,meat
866,3/9/2021 13:00,soda,2,beverages
867,3/9/2021 13:00,dish soap,26,detergents
868,3/9/2021 13:00,shaving cream,3,personal care
869,3/9/2021 14:00,soda,22,beverages
870,3/9/2021 14:00,laundry detergent,22,detergents
871,3/9/2021 14:00,oranges,10,fruits
872,3/9/2021 14:00,all purpose,28,detergents
873,3/9/2021 14:00,laundry detergent,22,detergents
874,3/9/2021 15:00,loaves,3,bakery
875,3/9/2021 15:00,laundry detergent,25,detergents
876,3/9/2021 15:00,paper towels,17,toileteries
877,3/9/2021 15:00,shampoo,1,personal care
878,3/9/2021 15:00,laundry detergent,17,detergents
879,3/9/2021 16:00,dish soap,23,detergents
880,3/9/2021 16:00,apples,24,fruits
881,3/9/2021 16:00,loaves,2,bakery
882,3/9/2021 16:00,ketchup,21,canned food
883,3/9/2021 16:00,laundry detergent,6,detergents
884,3/9/2021 17:00,oranges,6,fruits
885,3/9/2021 17:00,ketchup,16,canned food
886,3/9/2021 17:00,oranges,24,fruits
887,3/9/2021 17:00,pork,13,meat
888,3/9/2021 17:00,bananas,2,fruits
889,3/9/2021 17:00,buns,8,bakery
890,3/9/2021 17:00,shampoo,4,personal care
891,3/9/2021 17:00,loaves,4,bakery
892,3/9/2021 18:00,cookies,1,bakery
893,3/9/2021 18:00,paper towels,11,toileteries
894,3/9/2021 18:00,pork,27,meat
895,3/9/2021 18:00,buns,6,bakery
896,3/9/2021 18:00,apples,13,fruits
897,3/9/2021 18:00,shampoo,2,personal care
898,3/9/2021 18:00,chicken,4,meat
899,3/9/2021 18:00,beans,12,canned food
900,3/9/2021 18:00,loaves,7,bakery
901,3/9/2021 18:00,loaves,7,bakery
902,3/9/2021 18:00,loaves,6,bakery
903,3/9/2021 18:00,cupcakes,7,bakery
904,3/9/2021 19:00,shampoo,3,personal care
905,3/9/2021 19:00,tea,3,beverages
906,3/9/2021 19:00,cupcakes,7,bakery
907,3/9/2021 19:00,shampoo,2,personal care
908,3/9/2021 20:00,bananas,13,fruits
909,3/9/2021 20:00,toilet paper,7,toileteries
910,3/9/2021 20:00,shampoo,19,personal care
911,3/9/2021 20:00,hand soap,11,personal care
912,3/9/2021 20:00,shaving cream,16,personal care
913,3/9/2021 21:00,hand soap,25,personal care
914,3/9/2021 21:00,shampoo,11,personal care
915,3/9/2021 21:00,buns,11,bakery
916,3/9/2021 21:00,tilapia,10,meat
917,3/9/2021 21:00,beef,15,meat
918,3/9/2021 21:00,hand soap,13,personal care
919,3/9/2021 21:00,laundry detergent,1,detergents
920,3/9/2021 21:00,paper towels,1,toileteries
921,3/9/2021 22:00,laundry detergent,14,detergents
922,3/10/2021 7:00,toilet paper,13,toileteries
923,3/10/2021 7:00,beans,6,canned food
924,3/10/2021 8:00,shaving cream,3,personal care
925,3/10/2021 8:00,apples,27,fruits
926,3/10/2021 9:00,beef,29,meat
927,3/10/2021 9:00,laundry detergent,20,detergents
928,3/10/2021 10:00,dish soap,12,detergents
929,3/10/2021 10:00,shaving cream,29,personal care
930,3/10/2021 10:00,beans,10,canned food
931,3/10/2021 10:00,cookies,4,bakery
932,3/10/2021 10:00,shaving cream,26,personal care
933,3/10/2021 11:00,beef,23,meat
934,3/10/2021 11:00,loaves,9,bakery
935,3/10/2021 11:00,soda,20,beverages
936,3/10/2021 12:00,cookies,1,bakery
937,3/10/2021 12:00,beans,6,canned food
938,3/10/2021 12:00,shaving cream,2,personal care
939,3/10/2021 12:00,buns,5,bakery
940,3/10/2021 12:00,all purpose,8,detergents
941,3/10/2021 12:00,shampoo,15,personal care
942,3/10/2021 12:00,apples,17,fruits
943,3/10/2021 12:00,shampoo,9,personal care
944,3/10/2021 12:00,cupcakes,1,bakery
945,3/10/2021 12:00,dish soap,29,detergents
946,3/10/2021 13:00,laundry detergent,22,detergents
947,3/10/2021 13:00,paper towels,19,toileteries
948,3/10/2021 13:00,dish soap,3,detergents
949,3/10/2021 13:00,paper towels,15,toileteries
950,3/10/2021 13:00,tea,1,beverages
951,3/10/2021 13:00,bananas,10,fruits
952,3/10/2021 14:00,paper towels,13,toileteries
953,3/10/2021 14:00,tilapia,6,meat
954,3/10/2021 14:00,laundry detergent,5,detergents
955,3/10/2021 14:00,beef,8,meat
956,3/10/2021 14:00,beef,19,meat
957,3/10/2021 14:00,dish soap,6,detergents
958,3/10/2021 15:00,pork,15,meat
959,3/10/2021 15:00,toilet paper,10,toileteries
960,3/10/2021 15:00,pork,2,meat
961,3/10/2021 15:00,oranges,10,fruits
962,3/10/2021 16:00,beef,19,meat
963,3/10/2021 16:00,shampoo,10,personal care
964,3/10/2021 16:00,paper towels,8,toileteries
965,3/10/2021 16:00,cupcakes,12,bakery
966,3/10/2021 16:00,chicken,23,meat
967,3/10/2021 16:00,soda,26,beverages
968,3/10/2021 17:00,beef,20,meat
969,3/10/2021 17:00,loaves,6,bakery
970,3/10/2021 17:00,paper towels,10,toileteries
971,3/10/2021 17:00,chicken,16,meat
972,3/10/2021 17:00,chicken,18,meat
973,3/10/2021 17:00,laundry detergent,21,detergents
974,3/10/2021 17:00,oranges,9,fruits
975,3/10/2021 17:00,dish soap,4,detergents
976,3/10/2021 17:00,cupcakes,1,bakery
977,3/10/2021 17:00,pork,13,meat
978,3/10/2021 17:00,shampoo,11,personal care
979,3/10/2021 17:00,apples,27,fruits
980,3/10/2021 17:00,soda,16,beverages
981,3/10/2021 17:00,chicken,13,meat
982,3/10/2021 18:00,apples,26,fruits
983,3/10/2021 18:00,cupcakes,8,bakery
984,3/10/2021 18:00,bananas,7,fruits
985,3/10/2021 18:00,all purpose,14,detergents
986,3/10/2021 18:00,buns,27,bakery
987,3/10/2021 18:00,buns,25,bakery
988,3/10/2021 18:00,coffee,9,beverages
989,3/10/2021 18:00,all purpose,17,detergents
990,3/10/2021 18:00,paper towels,2,toileteries
991,3/10/2021 18:00,laundry detergent,12,detergents
992,3/10/2021 18:00,apples,22,fruits
993,3/10/2021 18:00,cupcakes,9,bakery
994,3/10/2021 18:00,soda,21,beverages
995,3/10/2021 19:00,shaving cream,4,personal care
996,3/10/2021 19:00,beef,16,meat
997,3/10/2021 19:00,coffee,21,beverages
998,3/10/2021 19:00,cupcakes,7,bakery
999,3/10/2021 19:00,bananas,7,fruits
1000,3/10/2021 19:00,cookies,3,bakery
1001,3/10/2021 19:00,coffee,14,beverages
1002,3/10/2021 20:00,cupcakes,8,bakery
1003,3/10/2021 20:00,shampoo,9,personal care
1004,3/10/2021 20:00,shampoo,17,personal care
1005,3/10/2021 20:00,tilapia,2,meat
1006,3/10/2021 20:00,ketchup,5,canned food
1007,3/10/2021 21:00,bananas,14,fruits
1008,3/10/2021 21:00,soda,1,beverages
1009,3/10/2021 21:00,shaving cream,6,personal care
1010,3/10/2021 21:00,chicken,23,meat
1011,3/10/2021 21:00,hand soap,3,personal care
1012,3/10/2021 21:00,chicken,20,meat
1013,3/10/2021 22:00,tilapia,9,meat
1014,3/10/2021 22:00,oranges,8,fruits
1015,3/10/2021 23:00,ketchup,23,canned food
1016,3/10/2021 23:00,pork,18,meat
1017,3/10/2021 23:00,laundry detergent,3,detergents
1018,3/11/2021 8:00,ketchup,24,canned food
1019,3/11/2021 8:00,loaves,5,bakery
1020,3/11/2021 9:00,cookies,4,bakery
1021,3/11/2021 9:00,beans,8,canned food
1022,3/11/2021 9:00,hand soap,17,personal care
1023,3/11/2021 9:00,apples,19,fruits
1024,3/11/2021 10:00,chicken,29,meat
1025,3/11/2021 10:00,shaving cream,6,personal care
1026,3/11/2021 10:00,buns,24,bakery
1027,3/11/2021 10:00,shampoo,8,personal care
1028,3/11/2021 10:00,toilet paper,29,toileteries
1029,3/11/2021 10:00,bananas,15,fruits
1030,3/11/2021 10:00,laundry detergent,7,detergents
1031,3/11/2021 10:00,pork,16,meat
1032,3/11/2021 11:00,loaves,2,bakery
1033,3/11/2021 11:00,beans,11,canned food
1034,3/11/2021 11:00,oranges,4,fruits
1035,3/11/2021 11:00,paper towels,6,toileteries
1036,3/11/2021 11:00,beans,7,canned food
1037,3/11/2021 11:00,oranges,14,fruits
1038,3/11/2021 11:00,cupcakes,13,bakery
1039,3/11/2021 11:00,pork,30,meat
1040,3/11/2021 11:00,ketchup,5,canned food
1041,3/11/2021 12:00,paper towels,10,toileteries
1042,3/11/2021 12:00,soda,23,beverages
1043,3/11/2021 12:00,beef,19,meat
1044,3/11/2021 12:00,buns,13,bakery
1045,3/11/2021 12:00,coffee,6,beverages
1046,3/11/2021 12:00,dish soap,7,detergents
1047,3/11/2021 12:00,laundry detergent,6,detergents
1048,3/11/2021 12:00,coffee,23,beverages
1049,3/11/2021 12:00,hand soap,16,personal care
1050,3/11/2021 13:00,apples,12,fruits
1051,3/11/2021 13:00,bananas,13,fruits
1052,3/11/2021 13:00,beans,9,canned food
1053,3/11/2021 13:00,shaving cream,18,personal care
1054,3/11/2021 13:00,cookies,1,bakery
1055,3/11/2021 13:00,bananas,18,fruits
1056,3/11/2021 13:00,apples,11,fruits
1057,3/11/2021 13:00,bananas,28,fruits
1058,3/11/2021 13:00,loaves,3,bakery
1059,3/11/2021 14:00,apples,29,fruits
1060,3/11/2021 14:00,beans,3,canned food
1061,3/11/2021 14:00,cupcakes,2,bakery
1062,3/11/2021 14:00,tea,4,beverages
1063,3/11/2021 14:00,shaving cream,29,personal care
1064,3/11/2021 14:00,pork,12,meat
1065,3/11/2021 14:00,cupcakes,7,bakery
1066,3/11/2021 15:00,paper towels,13,toileteries
1067,3/11/2021 15:00,cupcakes,9,bakery
1068,3/11/2021 15:00,soda,24,beverages
1069,3/11/2021 16:00,pork,17,meat
1070,3/11/2021 16:00,bananas,11,fruits
1071,3/11/2021 16:00,all purpose,5,detergents
1072,3/11/2021 16:00,cupcakes,2,bakery
1073,3/11/2021 16:00,tea,3,beverages
1074,3/11/2021 16:00,shaving cream,8,personal care
1075,3/11/2021 16:00,ketchup,21,canned food
1076,3/11/2021 16:00,pork,20,meat
1077,3/11/2021 17:00,cupcakes,12,bakery
1078,3/11/2021 17:00,hand soap,2,personal care
1079,3/11/2021 17:00,dish soap,13,detergents
1080,3/11/2021 17:00,cookies,2,bakery
1081,3/11/2021 17:00,oranges,20,fruits
1082,3/11/2021 17:00,paper towels,11,toileteries
1083,3/11/2021 17:00,beef,6,meat
1084,3/11/2021 17:00,shampoo,18,personal care
1085,3/11/2021 17:00,hand soap,20,personal care
1086,3/11/2021 17:00,pork,25,meat
1087,3/11/2021 17:00,hand soap,26,personal care
1088,3/11/2021 17:00,beans,4,canned food
1089,3/11/2021 17:00,oranges,24,fruits
1090,3/11/2021 17:00,tea,4,beverages
1091,3/11/2021 18:00,bananas,7,fruits
1092,3/11/2021 18:00,toilet paper,20,toileteries
1093,3/11/2021 18:00,oranges,5,fruits
1094,3/11/2021 18:00,loaves,10,bakery
1095,3/11/2021 18:00,tea,4,beverages
1096,3/11/2021 18:00,loaves,6,bakery
1097,3/11/2021 18:00,beef,17,meat
1098,3/11/2021 18:00,paper towels,15,toileteries
1099,3/11/2021 18:00,pork,10,meat
1100,3/11/2021 18:00,cupcakes,1,bakery
1101,3/11/2021 18:00,chicken,8,meat
1102,3/11/2021 18:00,hand soap,16,personal care
1103,3/11/2021 18:00,shaving cream,18,personal care
1104,3/11/2021 19:00,hand soap,7,personal care
1105,3/11/2021 19:00,bananas,12,fruits
1106,3/11/2021 19:00,bananas,30,fruits
1107,3/11/2021 19:00,coffee,21,beverages
1108,3/11/2021 19:00,all purpose,8,detergents
1109,3/11/2021 19:00,bananas,17,fruits
1110,3/11/2021 20:00,ketchup,27,canned food
1111,3/11/2021 20:00,hand soap,21,personal care
1112,3/11/2021 20:00,ketchup,6,canned food
1113,3/11/2021 21:00,coffee,22,beverages
1114,3/11/2021 21:00,bananas,8,fruits
1115,3/11/2021 21:00,buns,1,bakery
1116,3/11/2021 21:00,dish soap,25,detergents
1117,3/11/2021 21:00,shampoo,8,personal care
1118,3/11/2021 22:00,coffee,27,beverages
1119,3/11/2021 23:00,soda,15,beverages
1120,3/11/2021 23:00,apples,2,fruits
1121,3/12/2021 7:00,dish soap,28,detergents
1122,3/12/2021 7:00,buns,28,bakery
1123,3/12/2021 8:00,pork,8,meat
1124,3/12/2021 8:00,tilapia,13,meat
1125,3/12/2021 8:00,all purpose,16,detergents
1126,3/12/2021 9:00,hand soap,3,personal care
1127,3/12/2021 9:00,tea,3,beverages
1128,3/12/2021 10:00,tilapia,13,meat
1129,3/12/2021 10:00,pork,20,meat
1130,3/12/2021 10:00,bananas,10,fruits
1131,3/12/2021 10:00,cupcakes,10,bakery
1132,3/12/2021 10:00,apples,9,fruits
1133,3/12/2021 10:00,beans,12,canned food
1134,3/12/2021 10:00,coffee,23,beverages
1135,3/12/2021 10:00,cookies,2,bakery
1136,3/12/2021 10:00,ketchup,29,canned food
1137,3/12/2021 10:00,toilet paper,10,toileteries
1138,3/12/2021 11:00,paper towels,8,toileteries
1139,3/12/2021 11:00,tea,5,beverages
1140,3/12/2021 11:00,ketchup,13,canned food
1141,3/12/2021 11:00,shampoo,2,personal care
1142,3/12/2021 11:00,buns,10,bakery
1143,3/12/2021 11:00,coffee,30,beverages
1144,3/12/2021 11:00,pork,7,meat
1145,3/12/2021 11:00,all purpose,5,detergents
1146,3/12/2021 11:00,bananas,14,fruits
1147,3/12/2021 11:00,chicken,22,meat
1148,3/12/2021 11:00,beef,29,meat
1149,3/12/2021 12:00,cookies,3,bakery
1150,3/12/2021 12:00,shampoo,8,personal care
1151,3/12/2021 12:00,bananas,20,fruits
1152,3/12/2021 12:00,all purpose,19,detergents
1153,3/12/2021 12:00,paper towels,8,toileteries
1154,3/12/2021 12:00,apples,18,fruits
1155,3/12/2021 12:00,shampoo,19,personal care
1156,3/12/2021 12:00,buns,26,bakery
1157,3/12/2021 12:00,oranges,1,fruits
1158,3/12/2021 12:00,ketchup,21,canned food
1159,3/12/2021 13:00,all purpose,24,detergents
1160,3/12/2021 13:00,apples,19,fruits
1161,3/12/2021 13:00,shaving cream,10,personal care
1162,3/12/2021 13:00,shampoo,12,personal care
1163,3/12/2021 13:00,toilet paper,22,toileteries
1164,3/12/2021 13:00,shampoo,11,personal care
1165,3/12/2021 13:00,ketchup,29,canned food
1166,3/12/2021 13:00,paper towels,10,toileteries
1167,3/12/2021 13:00,laundry detergent,25,detergents
1168,3/12/2021 14:00,shaving cream,25,personal care
1169,3/12/2021 14:00,bananas,28,fruits
1170,3/12/2021 14:00,ketchup,17,canned food
1171,3/12/2021 14:00,all purpose,14,detergents
1172,3/12/2021 14:00,apples,27,fruits
1173,3/12/2021 14:00,beans,3,canned food
1174,3/12/2021 15:00,beef,13,meat
1175,3/12/2021 15:00,beans,5,canned food
1176,3/12/2021 15:00,all purpose,26,detergents
1177,3/12/2021 15:00,bananas,16,fruits
1178,3/12/2021 15:00,pork,13,meat
1179,3/12/2021 15:00,hand soap,22,personal care
1180,3/12/2021 15:00,cookies,3,bakery
1181,3/12/2021 16:00,loaves,10,bakery
1182,3/12/2021 16:00,buns,6,bakery
1183,3/12/2021 16:00,laundry detergent,21,detergents
1184,3/12/2021 16:00,buns,30,bakery
1185,3/12/2021 16:00,tilapia,2,meat
1186,3/12/2021 16:00,shampoo,9,personal care
1187,3/12/2021 16:00,apples,13,fruits
1188,3/12/2021 16:00,paper towels,12,toileteries
